Datetime,Open,High,Low,Close,Volume
2024-04-15 03:45:00+00:00,1474.56,1479.88,1474.48,1479.66,0
2024-04-15 03:50:00+00:00,1479.66,1487.63,1479.4,1486.83,0
2024-04-15 03:55:00+00:00,1486.83,1492.87,1484.83,1491.9,0
2024-04-15 04:00:00+00:00,1491.9,1492.76,1487.64,1487.92,0
2024-04-15 04:05:00+00:00,1487.92,1489.45,1479.6,1481.77,0
2024-04-15 04:10:00+00:00,1481.77,1482.66,1471.08,1472.22,0
2024-04-15 04:15:00+00:00,1472.22,1474.26,1471.11,1473.25,0
2024-04-15 04:20:00+00:00,1473.25,1475.25,1470.45,1472.54,0
2024-04-15 04:25:00+00:00,1472.54,1475.1,1470.78,1473.22,0
2024-04-15 04:30:00+00:00,1473.22,1475.57,1473.19,1474.26,0
2024-04-15 04:35:00+00:00,1474.26,1475.2,1472.91,1474.94,0
2024-04-15 04:40:00+00:00,1474.94,1476.45,1473.83,1475.35,0
2024-04-15 04:45:00+00:00,1475.16,1478.56,1474.55,1475.75,125899
2024-04-15 04:50:00+00:00,1475.75,1477.18,1473.98,1476.25,61541
2024-04-15 04:55:00+00:00,1476.25,1477.3,1475.45,1476.64,103461
2024-04-15 05:00:00+00:00,1476.64,1476.9,1472.88,1474.23,67892
2024-04-15 05:05:00+00:00,1474.23,1476.81,1469.26,1470.92,65444
2024-04-15 05:10:00+00:00,1470.92,1472.04,1464.61,1464.94,107032
2024-04-15 05:15:00+00:00,1464.94,1466.52,1464.01,1465.34,98955
2024-04-15 05:20:00+00:00,1465.34,1467.25,1464.61,1464.93,116087
2024-04-15 05:25:00+00:00,1464.93,1467.3,1462.1,1465.57,146177
2024-04-15 05:30:00+00:00,1465.57,1466.26,1465.08,1465.73,101499
2024-04-15 05:35:00+00:00,1465.73,1467.28,1464.92,1466.2,133354
2024-04-15 05:40:00+00:00,1466.2,1466.51,1465.78,1466.05,82859
2024-04-15 05:45:00+00:00,1466.07,1470.01,1465.95,1467.77,70827
2024-04-15 05:50:00+00:00,1467.77,1469.94,1465.86,1469.92,80208
2024-04-15 05:55:00+00:00,1469.92,1473.67,1467.02,1471.5,41291
2024-04-15 06:00:00+00:00,1471.5,1471.77,1469.92,1470.09,66466
2024-04-15 06:05:00+00:00,1470.09,1472.22,1467.04,1468.27,62545
2024-04-15 06:10:00+00:00,1468.27,1468.66,1464.99,1465.33,36080
2024-04-15 06:15:00+00:00,1465.33,1468.51,1464.34,1466.09,54024
2024-04-15 06:20:00+00:00,1466.09,1466.6,1464.15,1465.03,63035
2024-04-15 06:25:00+00:00,1465.03,1467.32,1464.93,1466.41,97922
2024-04-15 06:30:00+00:00,1466.41,1468.66,1465.59,1467.34,35948
2024-04-15 06:35:00+00:00,1467.34,1469.41,1466.02,1468.64,99010
2024-04-15 06:40:00+00:00,1468.64,1471.05,1468.44,1468.5,95081
2024-04-15 06:45:00+00:00,1468.51,1469.38,1466.27,1466.29,127721
2024-04-15 06:50:00+00:00,1466.29,1467.46,1463.38,1463.39,127961
2024-04-15 06:55:00+00:00,1463.39,1464.44,1460.94,1461.19,78128
2024-04-15 07:00:00+00:00,1461.19,1463.25,1460.85,1462.6,124499
2024-04-15 07:05:00+00:00,1462.6,1464.8,1462.01,1464.79,64925
2024-04-15 07:10:00+00:00,1464.79,1466.74,1464.15,1466.31,90548
2024-04-15 07:15:00+00:00,1466.31,1470.16,1464.76,1468.51,78205
2024-04-15 07:20:00+00:00,1468.51,1469.78,1466.18,1466.67,63242
2024-04-15 07:25:00+00:00,1466.67,1467.33,1465.48,1465.6,47937
2024-04-15 07:30:00+00:00,1465.6,1466.53,1462.09,1463.65,116279
2024-04-15 07:35:00+00:00,1463.65,1463.7,1462.29,1462.47,121004
2024-04-15 07:40:00+00:00,1462.47,1463.38,1462.23,1462.5,119193
2024-04-15 07:45:00+00:00,1462.64,1466.28,1461.28,1464.53,54455
2024-04-15 07:50:00+00:00,1464.53,1469.87,1463.27,1466.68,44442
2024-04-15 07:55:00+00:00,1466.68,1470.82,1464.57,1468.24,32202
2024-04-15 08:00:00+00:00,1468.24,1470.73,1467.04,1467.09,65186
2024-04-15 08:05:00+00:00,1467.09,1468.06,1464.29,1465.19,37715
2024-04-15 08:10:00+00:00,1465.19,1466.0,1460.1,1462.44,71630
2024-04-15 08:15:00+00:00,1462.44,1463.22,1460.46,1463.09,56493
2024-04-15 08:20:00+00:00,1463.09,1465.95,1461.41,1462.06,72879
2024-04-15 08:25:00+00:00,1462.06,1465.87,1460.21,1463.42,70175
2024-04-15 08:30:00+00:00,1463.42,1467.0,1463.38,1464.41,59839
2024-04-15 08:35:00+00:00,1464.41,1466.53,1462.56,1465.47,76929
2024-04-15 08:40:00+00:00,1465.47,1465.74,1463.11,1465.45,40921
2024-04-15 08:45:00+00:00,1465.44,1466.89,1462.47,1464.41,205075
2024-04-15 08:50:00+00:00,1464.41,1464.48,1462.48,1462.86,139580
2024-04-15 08:55:00+00:00,1462.86,1463.25,1460.31,1461.77,122882
2024-04-15 09:00:00+00:00,1461.77,1464.52,1459.91,1463.69,133758
2024-04-15 09:05:00+00:00,1463.69,1467.41,1462.45,1466.23,181448
2024-04-15 09:10:00+00:00,1466.23,1469.39,1464.56,1468.26,152852
2024-04-15 09:15:00+00:00,1468.26,1472.04,1466.71,1470.87,129726
2024-04-15 09:20:00+00:00,1470.87,1471.94,1469.57,1469.94,171301
2024-04-15 09:25:00+00:00,1469.94,1471.9,1467.2,1469.08,159254
2024-04-15 09:30:00+00:00,1469.08,1470.15,1466.64,1468.29,158927
2024-04-15 09:35:00+00:00,1468.29,1469.33,1467.68,1467.81,176328
2024-04-15 09:40:00+00:00,1467.81,1468.73,1466.72,1467.85,79890
2024-04-15 09:45:00+00:00,1467.84,1469.44,1466.59,1467.32,90948
2024-04-15 09:50:00+00:00,1467.32,1467.68,1464.55,1466.56,48221
2024-04-15 09:55:00+00:00,1466.56,1468.35,1465.76,1465.97,81437
2024-04-15 10:00:00+00:00,1465.97,1467.3,1465.4,1466.61,74200
2024-04-15 10:05:00+00:00,1466.61,1467.63,1465.38,1467.46,38276
2024-04-15 10:10:00+00:00,1467.46,1469.36,1466.09,1468.13,66127
2024-04-15 10:15:00+00:00,1468.13,1470.1,1467.51,1468.94,62838
2024-04-15 10:20:00+00:00,1468.94,1471.14,1468.23,1468.53,90613
2024-04-15 10:25:00+00:00,1468.53,1468.99,1465.48,1468.08,81725
2024-04-15 10:30:00+00:00,1468.08,1469.48,1466.43,1467.52,78369
2024-04-15 10:35:00+00:00,1467.52,1469.02,1466.32,1467.19,75674
2024-04-15 10:40:00+00:00,1467.19,1468.76,1466.74,1467.2,43456
2024-04-16 03:45:00+00:00,1453.93,1456.79,1447.07,1451.01,0
2024-04-16 03:50:00+00:00,1451.01,1451.43,1446.97,1447.36,0
2024-04-16 03:55:00+00:00,1447.36,1448.63,1444.07,1444.34,0
2024-04-16 04:00:00+00:00,1444.34,1446.73,1444.31,1446.17,0
2024-04-16 04:05:00+00:00,1446.17,1451.01,1444.89,1449.11,0
2024-04-16 04:10:00+00:00,1449.11,1451.75,1447.76,1451.13,0
2024-04-16 04:15:00+00:00,1451.13,1455.31,1450.08,1453.93,0
2024-04-16 04:20:00+00:00,1453.93,1455.07,1450.96,1452.45,0
2024-04-16 04:25:00+00:00,1452.45,1454.24,1451.11,1451.45,0
2024-04-16 04:30:00+00:00,1451.45,1452.36,1448.72,1449.95,0
2024-04-16 04:35:00+00:00,1449.95,1450.88,1448.59,1448.65,0
2024-04-16 04:40:00+00:00,1448.65,1450.51,1445.61,1448.75,0
2024-04-16 04:45:00+00:00,1448.1,1449.01,1442.43,1444.09,76537
2024-04-16 04:50:00+00:00,1444.09,1446.38,1436.93,1438.93,139813
2024-04-16 04:55:00+00:00,1438.93,1439.49,1434.94,1434.97,132745
2024-04-16 05:00:00+00:00,1434.97,1437.87,1433.42,1437.77,182560
2024-04-16 05:05:00+00:00,1437.77,1443.37,1437.51,1441.94,116966
2024-04-16 05:10:00+00:00,1441.94,1444.95,1441.28,1444.72,175921
2024-04-16 05:15:00+00:00,1444.72,1449.63,1443.37,1448.67,114192
2024-04-16 05:20:00+00:00,1448.67,1451.23,1443.48,1444.8,171197
2024-04-16 05:25:00+00:00,1444.8,1445.37,1442.45,1442.61,176585
2024-04-16 05:30:00+00:00,1442.61,1443.54,1437.36,1438.76,156333
2024-04-16 05:35:00+00:00,1438.76,1438.83,1435.88,1435.88,113391
2024-04-16 05:40:00+00:00,1435.88,1436.03,1435.38,1436.0,193328
2024-04-16 05:45:00+00:00,1436.05,1436.19,1434.22,1434.51,196941
2024-04-16 05:50:00+00:00,1434.51,1435.38,1432.16,1432.47,133602
2024-04-16 05:55:00+00:00,1432.47,1433.25,1428.7,1430.95,89381
2024-04-16 06:00:00+00:00,1430.95,1434.1,1429.61,1432.16,226187
2024-04-16 06:05:00+00:00,1432.16,1435.5,1431.27,1434.18,143873
2024-04-16 06:10:00+00:00,1434.18,1436.23,1434.06,1435.21,181725
2024-04-16 06:15:00+00:00,1435.21,1437.9,1434.76,1437.05,127570
2024-04-16 06:20:00+00:00,1437.05,1438.41,1433.0,1435.48,210359
2024-04-16 06:25:00+00:00,1435.48,1436.41,1434.04,1434.55,232732
2024-04-16 06:30:00+00:00,1434.55,1434.9,1430.08,1433.01,98702
2024-04-16 06:35:00+00:00,1433.01,1433.44,1430.2,1431.99,118659
2024-04-16 06:40:00+00:00,1431.99,1432.21,1431.26,1431.95,194846
2024-04-16 06:45:00+00:00,1431.88,1432.41,1426.22,1428.82,91302
2024-04-16 06:50:00+00:00,1428.82,1429.74,1422.62,1424.38,159806
2024-04-16 06:55:00+00:00,1424.38,1425.37,1418.52,1421.16,72483
2024-04-16 07:00:00+00:00,1421.16,1424.22,1420.82,1423.38,119421
2024-04-16 07:05:00+00:00,1423.38,1427.09,1421.21,1426.49,114737
2024-04-16 07:10:00+00:00,1426.49,1429.11,1426.29,1428.89,145531
2024-04-16 07:15:00+00:00,1428.89,1432.06,1427.19,1431.88,179415
2024-04-16 07:20:00+00:00,1431.88,1434.2,1428.81,1429.24,148919
2024-04-16 07:25:00+00:00,1429.24,1429.66,1426.25,1427.26,119999
2024-04-16 07:30:00+00:00,1427.26,1427.7,1422.63,1424.12,182955
2024-04-16 07:35:00+00:00,1424.12,1427.67,1421.05,1422.13,201193
2024-04-16 07:40:00+00:00,1422.13,1424.41,1421.67,1422.35,169811
2024-04-16 07:45:00+00:00,1421.93,1423.22,1419.85,1422.47,293301
2024-04-16 07:50:00+00:00,1422.47,1423.5,1420.84,1423.05,199925
2024-04-16 07:55:00+00:00,1423.05,1424.13,1422.17,1423.45,302358
2024-04-16 08:00:00+00:00,1423.45,1424.38,1421.16,1422.42,321119
2024-04-16 08:05:00+00:00,1422.42,1423.87,1418.97,1420.84,310146
2024-04-16 08:10:00+00:00,1420.84,1421.18,1415.83,1418.17,250898
2024-04-16 08:15:00+00:00,1418.17,1420.14,1416.26,1418.41,298373
2024-04-16 08:20:00+00:00,1418.41,1419.69,1416.23,1418.14,186891
2024-04-16 08:25:00+00:00,1418.14,1419.5,1417.61,1418.62,341454
2024-04-16 08:30:00+00:00,1418.62,1419.74,1417.3,1418.93,274903
2024-04-16 08:35:00+00:00,1418.93,1419.48,1418.6,1419.34,335154
2024-04-16 08:40:00+00:00,1419.34,1419.81,1419.05,1419.35,316600
2024-04-16 08:45:00+00:00,1419.27,1421.72,1418.13,1419.7,214474
2024-04-16 08:50:00+00:00,1419.7,1421.21,1417.65,1420.26,385738
2024-04-16 08:55:00+00:00,1420.26,1423.31,1418.56,1420.86,248028
2024-04-16 09:00:00+00:00,1420.86,1421.16,1417.42,1419.46,196594
2024-04-16 09:05:00+00:00,1419.46,1420.12,1417.05,1417.31,404364
2024-04-16 09:10:00+00:00,1417.31,1417.48,1412.1,1413.78,275065
2024-04-16 09:15:00+00:00,1413.78,1414.82,1412.54,1413.86,480084
2024-04-16 09:20:00+00:00,1413.86,1415.04,1411.83,1413.75,525708
2024-04-16 09:25:00+00:00,1413.75,1413.89,1413.04,1413.72,564590
2024-04-16 09:30:00+00:00,1413.72,1414.53,1412.09,1413.76,471334
2024-04-16 09:35:00+00:00,1413.76,1416.76,1411.5,1413.78,315939
2024-04-16 09:40:00+00:00,1413.78,1414.56,1412.91,1413.8,266655
2024-04-16 09:45:00+00:00,1413.81,1414.9,1413.26,1413.6,174688
2024-04-16 09:50:00+00:00,1413.6,1414.42,1412.61,1413.34,75902
2024-04-16 09:55:00+00:00,1413.34,1413.79,1412.29,1413.15,88890
2024-04-16 10:00:00+00:00,1413.15,1414.43,1411.82,1413.57,88085
2024-04-16 10:05:00+00:00,1413.57,1415.06,1413.09,1414.26,176233
2024-04-16 10:10:00+00:00,1414.26,1416.5,1413.01,1414.74,85940
2024-04-16 10:15:00+00:00,1414.74,1417.03,1413.52,1415.45,143132
2024-04-16 10:20:00+00:00,1415.45,1418.44,1412.57,1415.37,166245
2024-04-16 10:25:00+00:00,1415.37,1418.06,1413.74,1415.34,163478
2024-04-16 10:30:00+00:00,1415.34,1415.68,1414.01,1415.23,152047
2024-04-16 10:35:00+00:00,1415.23,1417.04,1414.96,1415.19,181361
2024-04-16 10:40:00+00:00,1415.19,1416.41,1414.69,1415.2,123055
2024-04-18 03:45:00+00:00,1420.96,1423.89,1419.3,1423.75,0
2024-04-18 03:50:00+00:00,1423.75,1427.58,1422.1,1427.5,0
2024-04-18 03:55:00+00:00,1427.5,1430.03,1426.58,1429.87,0
2024-04-18 04:00:00+00:00,1429.87,1431.13,1424.59,1425.64,0
2024-04-18 04:05:00+00:00,1425.64,1426.99,1418.54,1418.74,0
2024-04-18 04:10:00+00:00,1418.74,1419.62,1407.97,1408.26,0
2024-04-18 04:15:00+00:00,1408.26,1409.47,1405.67,1409.04,0
2024-04-18 04:20:00+00:00,1409.04,1410.59,1408.37,1408.4,0
2024-04-18 04:25:00+00:00,1408.4,1410.69,1406.78,1409.44,0
2024-04-18 04:30:00+00:00,1409.44,1410.68,1407.79,1409.93,0
2024-04-18 04:35:00+00:00,1409.93,1412.52,1408.65,1411.23,0
2024-04-18 04:40:00+00:00,1411.23,1412.91,1409.71,1411.1,0
2024-04-18 04:45:00+00:00,1411.28,1417.1,1410.59,1416.71,197278
2024-04-18 04:50:00+00:00,1416.71,1425.31,1412.73,1424.35,219515
2024-04-18 04:55:00+00:00,1424.35,1431.45,1423.47,1429.99,398757
2024-04-18 05:00:00+00:00,1429.99,1430.26,1424.76,1425.6,301895
2024-04-18 05:05:00+00:00,1425.6,1425.66,1420.1,1420.25,166768
2024-04-18 05:10:00+00:00,1420.25,1424.15,1410.34,1411.73,356673
2024-04-18 05:15:00+00:00,1411.73,1415.51,1410.9,1415.04,353871
2024-04-18 05:20:00+00:00,1415.04,1415.11,1409.93,1410.25,233409
2024-04-18 05:25:00+00:00,1410.25,1417.88,1409.03,1417.14,187787
2024-04-18 05:30:00+00:00,1417.14,1422.41,1416.75,1422.18,365502
2024-04-18 05:35:00+00:00,1422.18,1429.88,1422.0,1427.51,467259
2024-04-18 05:40:00+00:00,1427.51,1428.05,1425.55,1427.45,257338
2024-04-18 05:45:00+00:00,1427.4,1427.72,1425.12,1425.5,198553
2024-04-18 05:50:00+00:00,1425.5,1428.19,1423.06,1423.31,187073
2024-04-18 05:55:00+00:00,1423.31,1426.85,1420.27,1421.38,221904
2024-04-18 06:00:00+00:00,1421.38,1425.0,1418.25,1424.58,209156
2024-04-18 06:05:00+00:00,1424.58,1431.11,1423.58,1429.82,250857
2024-04-18 06:10:00+00:00,1429.82,1435.52,1429.53,1432.96,140284
2024-04-18 06:15:00+00:00,1432.96,1439.92,1431.1,1438.48,133962
2024-04-18 06:20:00+00:00,1438.48,1441.62,1435.3,1437.38,154512
2024-04-18 06:25:00+00:00,1437.38,1438.74,1436.15,1437.17,107091
2024-04-18 06:30:00+00:00,1437.17,1437.64,1435.1,1436.4,101951
2024-04-18 06:35:00+00:00,1436.4,1439.15,1433.93,1436.11,280443
2024-04-18 06:40:00+00:00,1436.11,1438.75,1434.9,1436.0,249933
2024-04-18 06:45:00+00:00,1436.06,1438.96,1435.43,1438.55,170644
2024-04-18 06:50:00+00:00,1438.55,1443.47,1438.01,1442.25,100554
2024-04-18 06:55:00+00:00,1442.25,1446.27,1440.58,1444.83,213794
2024-04-18 07:00:00+00:00,1444.83,1445.62,1440.95,1441.18,162976
2024-04-18 07:05:00+00:00,1441.18,1442.57,1434.81,1435.63,171809
2024-04-18 07:10:00+00:00,1435.63,1436.07,1426.57,1427.39,244054
2024-04-18 07:15:00+00:00,1427.39,1430.58,1426.94,1427.51,181896
2024-04-18 07:20:00+00:00,1427.51,1429.09,1425.52,1427.15,129388
2024-04-18 07:25:00+00:00,1427.15,1428.34,1426.46,1427.97,188943
2024-04-18 07:30:00+00:00,1427.97,1428.04,1427.32,1427.91,219672
2024-04-18 07:35:00+00:00,1427.91,1429.56,1427.39,1428.49,113053
2024-04-18 07:40:00+00:00,1428.49,1429.56,1427.71,1428.6,189354
2024-04-18 07:45:00+00:00,1428.55,1429.23,1424.82,1425.09,121528
