Datetime,Open,High,Low,Close,Volume
2024-04-15 03:45:00+00:00,1215.82,1222.15,1213.74,1219.92,0
2024-04-15 03:50:00+00:00,1219.92,1226.55,1218.53,1224.58,0
2024-04-15 03:55:00+00:00,1224.58,1228.84,1222.58,1228.39,0
2024-04-15 04:00:00+00:00,1228.39,1230.92,1224.72,1226.08,0
2024-04-15 04:05:00+00:00,1226.08,1226.75,1221.74,1221.76,0
2024-04-15 04:10:00+00:00,1221.76,1224.57,1215.48,1216.13,0
2024-04-15 04:15:00+00:00,1216.13,1218.54,1215.42,1218.26,0
2024-04-15 04:20:00+00:00,1218.26,1219.29,1212.88,1215.12,0
2024-04-15 04:25:00+00:00,1215.12,1220.44,1214.89,1219.57,0
2024-04-15 04:30:00+00:00,1219.57,1223.64,1217.63,1222.84,0
2024-04-15 04:35:00+00:00,1222.84,1226.09,1220.81,1225.83,0
2024-04-15 04:40:00+00:00,1225.83,1226.39,1225.32,1225.65,0
2024-04-15 04:45:00+00:00,1225.81,1227.44,1225.47,1226.46,87576
2024-04-15 04:50:00+00:00,1226.46,1229.59,1225.78,1227.29,50091
2024-04-15 04:55:00+00:00,1227.29,1229.02,1226.49,1228.1,36221
2024-04-15 05:00:00+00:00,1228.1,1230.31,1226.45,1226.46,55203
2024-04-15 05:05:00+00:00,1226.46,1227.55,1223.76,1223.91,43509
2024-04-15 05:10:00+00:00,1223.91,1224.49,1219.6,1219.78,43876
2024-04-15 05:15:00+00:00,1219.78,1220.58,1219.78,1220.08,66270
2024-04-15 05:20:00+00:00,1220.08,1221.19,1219.36,1219.47,78235
2024-04-15 05:25:00+00:00,1219.47,1222.08,1219.12,1220.45,31712
2024-04-15 05:30:00+00:00,1220.45,1221.81,1220.44,1220.78,66818
2024-04-15 05:35:00+00:00,1220.78,1221.6,1219.61,1221.49,84809
2024-04-15 05:40:00+00:00,1221.49,1225.26,1220.93,1221.45,60585
2024-04-15 05:45:00+00:00,1221.44,1221.87,1220.3,1220.54,28904
2024-04-15 05:50:00+00:00,1220.54,1222.86,1217.36,1219.42,15822
2024-04-15 05:55:00+00:00,1219.42,1219.76,1218.03,1218.49,17741
2024-04-15 06:00:00+00:00,1218.49,1220.62,1217.68,1219.57,25840
2024-04-15 06:05:00+00:00,1219.57,1221.62,1218.96,1221.46,16426
2024-04-15 06:10:00+00:00,1221.46,1224.92,1221.04,1222.68,18929
2024-04-15 06:15:00+00:00,1222.68,1224.98,1221.93,1224.49,32297
2024-04-15 06:20:00+00:00,1224.49,1225.61,1222.96,1223.78,31839
2024-04-15 06:25:00+00:00,1223.78,1225.29,1223.19,1223.27,22434
2024-04-15 06:30:00+00:00,1223.27,1223.6,1222.4,1222.48,30796
2024-04-15 06:35:00+00:00,1222.48,1222.9,1221.44,1221.92,28492
2024-04-15 06:40:00+00:00,1221.92,1222.35,1221.21,1222.05,14658
2024-04-15 06:45:00+00:00,1221.97,1224.43,1221.44,1223.03,22070
2024-04-15 06:50:00+00:00,1223.03,1225.2,1222.81,1224.74,25376
2024-04-15 06:55:00+00:00,1224.74,1225.85,1224.74,1225.84,24766
2024-04-15 07:00:00+00:00,1225.84,1227.26,1223.6,1224.69,16381
2024-04-15 07:05:00+00:00,1224.69,1225.03,1222.81,1222.95,29131
2024-04-15 07:10:00+00:00,1222.95,1223.84,1219.75,1220.3,21633
2024-04-15 07:15:00+00:00,1220.3,1222.24,1218.96,1220.86,12505
2024-04-15 07:20:00+00:00,1220.86,1221.44,1219.39,1220.02,23279
2024-04-15 07:25:00+00:00,1220.02,1221.69,1219.01,1221.24,13710
2024-04-15 07:30:00+00:00,1221.24,1223.19,1220.22,1222.13,23174
2024-04-15 07:35:00+00:00,1222.13,1224.16,1221.64,1222.9,33064
2024-04-15 07:40:00+00:00,1222.9,1223.51,1220.75,1222.95,20315
2024-04-15 07:45:00+00:00,1222.92,1226.75,1222.24,1226.48,27113
2024-04-15 07:50:00+00:00,1226.48,1232.13,1226.35,1231.47,55678
